trade_date,symbol,open,high,low,close,volume,amount,adj_factor,limit_up,limit_down
2024-02-12,000003.SZ,9.82,9.94,9.72,9.84,1053800,10369392.0,1.0,10.77,8.81
2024-02-13,000003.SZ,9.88,10.01,9.78,9.91,1056000,10464960.0,1.0,10.82,8.86
2024-02-14,000003.SZ,9.96,10.1,9.86,10.0,1058200,10582000.0,1.0,10.9,8.92
2024-02-15,000003.SZ,10.05,10.2,9.95,10.1,1060400,10710040.0,1.0,11.0,9.0
2024-02-16,000003.SZ,10.16,10.32,10.06,10.22,1062600,10859772.0,1.0,11.11,9.09
2024-02-19,000003.SZ,10.28,10.45,10.18,10.35,1064800,11020680.0,1.0,11.24,9.2
2024-02-20,000003.SZ,10.42,10.58,10.32,10.48,1067000,11182160.0,1.0,11.38,9.32
2024-02-21,000003.SZ,10.54,10.72,10.43,10.61,1069200,11344212.0,1.0,11.53,9.43
2024-02-22,000003.SZ,10.68,10.85,10.57,10.74,1071400,11506836.0,1.0,11.67,9.55
2024-02-23,000003.SZ,10.8,10.97,10.69,10.86,1073600,11659296.0,1.0,11.81,9.67
2024-02-26,000003.SZ,10.91,11.07,10.8,10.96,1075800,11790768.0,1.0,11.95,9.77
2024-02-27,000003.SZ,11.0,11.15,10.89,11.04,1078000,11901120.0,1.0,12.06,9.86
2024-02-28,000003.SZ,10.99,11.13,10.88,11.02,1080200,11903804.0,1.0,12.06,9.86
2024-02-29,000003.SZ,10.98,11.11,10.87,11.0,1082400,11906400.0,1.0,12.06,9.86
2024-03-01,000003.SZ,10.96,11.08,10.85,10.97,1084600,11898062.0,1.0,12.06,9.86
2024-03-04,000003.SZ,10.96,11.07,10.84,10.95,1086800,11900460.0,1.0,12.07,9.87
2024-03-05,000003.SZ,10.92,11.03,10.79,10.9,1089000,11870100.0,1.0,12.04,9.86
2024-03-06,000003.SZ,10.86,10.97,10.72,10.83,1091200,11817696.0,1.0,11.99,9.81
2024-03-07,000003.SZ,10.78,10.89,10.62,10.73,1093400,11732182.0,1.0,11.91,9.75
2024-03-08,000003.SZ,10.67,10.78,10.5,10.61,1095600,11624316.0,1.0,11.8,9.66
2024-03-11,000003.SZ,10.54,10.65,10.37,10.47,1097800,11493966.0,1.0,11.67,9.55
2024-03-12,000003.SZ,10.4,10.5,10.22,10.32,1100000,11352000.0,1.0,11.52,9.42
2024-03-13,000003.SZ,10.24,10.34,10.06,10.16,1102200,11198352.0,1.0,11.35,9.29
2024-03-14,000003.SZ,10.07,10.17,9.89,9.99,1104400,11032956.0,1.0,11.18,9.14
2024-03-15,000003.SZ,9.91,10.01,9.72,9.82,1106600,10866812.0,1.0,10.99,8.99
2024-03-18,000003.SZ,9.74,9.84,9.56,9.66,1108800,10711008.0,1.0,10.8,8.84
2024-03-19,000003.SZ,9.59,9.69,9.41,9.51,1111000,10565610.0,1.0,10.63,8.69
2024-03-20,000003.SZ,9.44,9.53,9.28,9.37,1113200,10430684.0,1.0,10.46,8.56
2024-03-21,000003.SZ,9.31,9.4,9.16,9.25,1115400,10317450.0,1.0,10.31,8.43
2024-03-22,000003.SZ,9.2,9.29,9.06,9.15,1117600,10226040.0,1.0,10.18,8.33
2024-03-25,000003.SZ,9.12,9.21,8.99,9.08,1119800,10167784.0,1.0,10.07,8.24
2024-03-26,000003.SZ,9.06,9.15,8.94,9.03,1122000,10131660.0,1.0,9.99,8.17
2024-03-27,000003.SZ,9.02,9.11,8.92,9.01,1124200,10129042.0,1.0,9.93,8.13
2024-03-28,000003.SZ,9.02,9.11,8.93,9.02,1126400,10160128.0,1.0,9.91,8.11
2024-03-29,000003.SZ,9.04,9.15,8.95,9.06,1128600,10225116.0,1.0,9.92,8.12
2024-04-01,000003.SZ,9.1,9.22,9.01,9.13,1130800,10324204.0,1.0,9.97,8.15
2024-04-02,000003.SZ,9.18,9.32,9.09,9.23,1133000,10457590.0,1.0,10.04,8.22
2024-04-03,000003.SZ,9.3,9.45,9.21,9.36,1135200,10625472.0,1.0,10.15,8.31
2024-04-04,000003.SZ,9.44,9.62,9.35,9.52,1137400,10828048.0,1.0,10.3,8.42
2024-04-05,000003.SZ,9.61,9.8,9.51,9.7,1139600,11054120.0,1.0,10.47,8.57
2024-04-08,000003.SZ,9.8,10.0,9.7,9.9,1141800,11303820.0,1.0,10.67,8.73
2024-04-09,000003.SZ,10.01,10.22,9.91,10.12,1144000,11577280.0,1.0,10.89,8.91
2024-04-10,000003.SZ,10.24,10.46,10.14,10.36,1146200,11874632.0,1.0,11.13,9.11
2024-04-11,000003.SZ,10.48,10.72,10.38,10.61,1148400,12184524.0,1.0,11.4,9.32
2024-04-12,000003.SZ,10.74,10.98,10.63,10.87,1150600,12507022.0,1.0,11.67,9.55
2024-04-15,000003.SZ,11.0,11.24,10.89,11.13,1152800,12830664.0,1.0,11.96,9.78
2024-04-16,000003.SZ,11.26,11.49,11.15,11.38,1155000,13143900.0,1.0,12.24,10.02
2024-04-17,000003.SZ,11.5,11.74,11.38,11.62,1157200,13446664.0,1.0,12.52,10.24
2024-04-18,000003.SZ,11.73,11.96,11.61,11.84,1159400,13727296.0,1.0,12.78,10.46
2024-04-19,000003.SZ,11.93,12.15,11.81,12.03,1161600,13974048.0,1.0,13.02,10.66
2024-04-22,000003.SZ,12.11,12.31,11.99,12.19,1163800,14186722.0,1.0,13.23,10.83
2024-04-23,000003.SZ,12.26,12.44,12.14,12.32,1166000,14365120.0,1.0,13.41,10.97
2024-04-24,000003.SZ,12.36,12.53,12.24,12.41,1168200,14497362.0,1.0,13.55,11.09
2024-04-25,000003.SZ,12.44,12.58,12.32,12.46,1170400,14583184.0,1.0,13.65,11.17
2024-04-26,000003.SZ,12.46,12.58,12.34,12.46,1172600,14610596.0,1.0,13.71,11.21
2024-04-29,000003.SZ,12.44,12.56,12.3,12.42,1174800,14591016.0,1.0,13.71,11.21
2024-04-30,000003.SZ,12.38,12.5,12.22,12.34,1177000,14524180.0,1.0,13.66,11.18
2024-05-01,000003.SZ,12.28,12.4,12.1,12.22,1179200,14409824.0,1.0,13.57,11.11
2024-05-02,000003.SZ,12.14,12.26,11.95,12.07,1181400,14259498.0,1.0,13.44,11.0
2024-05-03,000003.SZ,11.98,12.1,11.77,11.89,1183600,14073004.0,1.0,13.28,10.86
2024-05-06,000003.SZ,11.79,11.91,11.57,11.69,1185800,13862002.0,1.0,13.08,10.7
2024-05-07,000003.SZ,11.58,11.7,11.36,11.47,1188000,13626360.0,1.0,12.86,10.52
2024-05-08,000003.SZ,11.36,11.47,11.13,11.24,1190200,13377848.0,1.0,12.62,10.32
2024-05-09,000003.SZ,11.12,11.23,10.9,11.01,1192400,13128324.0,1.0,12.36,10.12
2024-05-10,000003.SZ,10.9,11.01,10.68,10.79,1194600,12889734.0,1.0,12.11,9.91
2024-05-13,000003.SZ,10.68,10.79,10.46,10.57,1196800,12650176.0,1.0,11.87,9.71
2024-05-14,000003.SZ,10.47,10.57,10.27,10.37,1199000,12433630.0,1.0,11.63,9.51
2024-05-15,000003.SZ,10.28,10.38,10.09,10.19,1201200,12240228.0,1.0,11.41,9.33
2024-05-16,000003.SZ,10.11,10.21,9.93,10.03,1203400,12070102.0,1.0,11.21,9.17
2024-05-17,000003.SZ,9.96,10.06,9.79,9.89,1205600,11923384.0,1.0,11.03,9.03
2024-05-20,000003.SZ,9.84,9.94,9.68,9.78,1207800,11812284.0,1.0,10.88,8.9
2024-05-21,000003.SZ,9.74,9.84,9.6,9.7,1210000,11737000.0,1.0,10.76,8.8
2024-05-22,000003.SZ,9.68,9.78,9.55,9.65,1212200,11697730.0,1.0,10.67,8.73
2024-05-23,000003.SZ,9.64,9.74,9.52,9.62,1214400,11682528.0,1.0,10.62,8.68
2024-05-24,000003.SZ,9.62,9.72,9.52,9.62,1216600,11703692.0,1.0,10.58,8.66
2024-05-27,000003.SZ,9.64,9.75,9.54,9.65,1218800,11761420.0,1.0,10.58,8.66
2024-05-28,000003.SZ,9.68,9.8,9.58,9.7,1221000,11843700.0,1.0,10.62,8.68
2024-05-29,000003.SZ,9.74,9.88,9.64,9.78,1223200,11962896.0,1.0,10.67,8.73
2024-05-30,000003.SZ,9.83,9.98,9.73,9.88,1225400,12106952.0,1.0,10.76,8.8
2024-05-31,000003.SZ,9.94,10.09,9.84,9.99,1227600,12263724.0,1.0,10.87,8.89
2024-06-03,000003.SZ,10.06,10.22,9.96,10.12,1229800,12445576.0,1.0,10.99,8.99
2024-06-04,000003.SZ,10.19,10.36,10.09,10.26,1232000,12640320.0,1.0,11.13,9.11
2024-06-05,000003.SZ,10.33,10.5,10.23,10.4,1234200,12835680.0,1.0,11.29,9.23
2024-06-06,000003.SZ,10.47,10.65,10.37,10.54,1236400,13031656.0,1.0,11.44,9.36
2024-06-07,000003.SZ,10.61,10.79,10.5,10.68,1238600,13228248.0,1.0,11.59,9.49
2024-06-10,000003.SZ,10.74,10.92,10.63,10.81,1240800,13413048.0,1.0,11.75,9.61
2024-06-11,000003.SZ,10.87,11.04,10.76,10.93,1243000,13585990.0,1.0,11.89,9.73
2024-06-12,000003.SZ,10.98,11.14,10.87,11.03,1245200,13734556.0,1.0,12.02,9.84
2024-06-13,000003.SZ,11.07,11.22,10.96,11.11,1247400,13858614.0,1.0,12.13,9.93
2024-06-14,000003.SZ,11.14,11.27,11.03,11.16,1249600,13945536.0,1.0,12.22,10.0
2024-06-17,000003.SZ,11.18,11.3,11.07,11.19,1251800,14007642.0,1.0,12.28,10.04
2024-01-02,000004.SZ,13.16,13.35,13.03,13.22,1035000,13682700.0,1.0,14.41,11.79
2024-01-03,000004.SZ,13.14,13.31,13.01,13.18,1037200,13670296.0,1.0,14.41,11.79
2024-01-04,000004.SZ,13.12,13.27,12.99,13.14,1039400,13657716.0,1.0,14.41,11.79
2024-01-05,000004.SZ,13.1,13.23,12.97,13.1,1041600,13644960.0,1.0,14.41,11.79
2024-01-08,000004.SZ,13.08,13.21,12.93,13.06,1043800,13632028.0,1.0,14.41,11.79
2024-01-09,000004.SZ,13.06,13.19,12.9,13.03,1046000,13629380.0,1.0,14.41,11.79
2024-01-10,000004.SZ,13.05,13.18,12.87,13.0,1048200,13626600.0,1.0,14.41,11.79
2024-01-11,000004.SZ,13.04,13.17,12.84,12.97,1050400,13623688.0,1.0,14.41,11.79
2024-01-12,000004.SZ,13.02,13.15,12.82,12.95,1052600,13631170.0,1.0,14.41,11.79
2024-01-15,000004.SZ,13.02,13.15,12.8,12.93,1054800,13638564.0,1.0,14.41,11.79
2024-01-16,000004.SZ,13.01,13.14,12.79,12.92,1057000,13656440.0,1.0,14.41,11.79
2024-01-17,000004.SZ,13.01,13.14,12.79,12.92,1059200,13684864.0,1.0,14.41,11.79
2024-01-18,000004.SZ,13.01,13.14,12.79,12.92,1061400,13713288.0,1.0,14.41,11.79
2024-01-19,000004.SZ,13.02,13.15,12.8,12.93,1063600,13752348.0,1.0,14.41,11.79
2024-01-22,000004.SZ,13.02,13.15,12.81,12.94,1065800,13791452.0,1.0,14.41,11.79
2024-01-23,000004.SZ,13.03,13.16,12.83,12.96,1068000,13841280.0,1.0,14.41,11.79
2024-01-24,000004.SZ,13.04,13.17,12.85,12.98,1070200,13891196.0,1.0,14.41,11.79
2024-01-25,000004.SZ,13.06,13.19,12.88,13.01,1072400,13951924.0,1.0,14.41,11.79
2024-01-26,000004.SZ,13.07,13.2,12.91,13.04,1074600,14012784.0,1.0,14.41,11.79
2024-01-29,000004.SZ,13.08,13.21,12.94,13.07,1076800,14073776.0,1.0,14.41,11.79
2024-01-30,000004.SZ,13.1,13.23,12.97,13.1,1079000,14134900.0,1.0,14.41,11.79
2024-01-31,000004.SZ,13.12,13.26,12.99,13.13,1081200,14196156.0,1.0,14.41,11.79
2024-02-01,000004.SZ,13.13,13.29,13.0,13.16,1083400,14257544.0,1.0,14.41,11.79
2024-02-02,000004.SZ,13.2,13.38,13.07,13.25,1085600,14384200.0,1.0,14.48,11.84
2024-02-05,000004.SZ,13.31,13.5,13.18,13.37,1087800,14543886.0,1.0,14.58,11.92
2024-02-06,000004.SZ,13.44,13.65,13.31,13.51,1090000,14725900.0,1.0,14.71,12.03
2024-02-07,000004.SZ,13.59,13.81,13.45,13.67,1092200,14930374.0,1.0,14.86,12.16
2024-02-08,000004.SZ,13.76,13.99,13.62,13.85,1094400,15157440.0,1.0,15.04,12.3
2024-02-09,000004.SZ,13.94,14.18,13.8,14.04,1096600,15396264.0,1.0,15.24,12.46
2024-02-12,000004.SZ,14.14,14.37,14.0,14.23,1098800,15635924.0,1.0,15.44,12.64
2024-02-13,000004.SZ,14.32,14.55,14.18,14.41,1101000,15865410.0,1.0,15.65,12.81
2024-02-14,000004.SZ,14.5,14.73,14.36,14.58,1103200,16084656.0,1.0,15.85,12.97
2024-02-15,000004.SZ,14.66,14.89,14.51,14.74,1105400,16293596.0,1.0,16.04,13.12
2024-02-16,000004.SZ,14.8,15.02,14.65,14.87,1107600,16470012.0,1.0,16.21,13.27
2024-02-19,000004.SZ,14.92,15.12,14.77,14.97,1109800,16613706.0,1.0,16.36,13.38
2024-02-20,000004.SZ,15.0,15.19,14.85,15.04,1112000,16724480.0,1.0,16.47,13.47
2024-02-21,000004.SZ,15.06,15.22,14.91,15.07,1114200,16790994.0,1.0,16.54,13.54
2024-02-22,000004.SZ,15.07,15.22,14.91,15.06,1116400,16812984.0,1.0,16.58,13.56
2024-02-23,000004.SZ,15.04,15.19,14.86,15.01,1118600,16790186.0,1.0,16.57,13.55
2024-02-26,000004.SZ,14.96,15.11,14.77,14.92,1120800,16722336.0,1.0,16.51,13.51
2024-02-27,000004.SZ,14.86,15.01,14.64,14.79,1123000,16609170.0,1.0,16.41,13.43
2024-02-28,000004.SZ,14.7,14.85,14.47,14.62,1125200,16450424.0,1.0,16.27,13.31
2024-02-29,000004.SZ,14.52,14.67,14.28,14.42,1127400,16257108.0,1.0,16.08,13.16
2024-03-01,000004.SZ,14.3,14.44,14.05,14.19,1129600,16029024.0,1.0,15.86,12.98
2024-03-04,000004.SZ,14.06,14.2,13.8,13.94,1131800,15777292.0,1.0,15.61,12.77
2024-03-05,000004.SZ,13.81,13.95,13.54,13.68,1134000,15513120.0,1.0,15.33,12.55
2024-03-06,000004.SZ,13.54,13.68,13.28,13.41,1136200,15236442.0,1.0,15.05,12.31
2024-03-07,000004.SZ,13.28,13.41,13.02,13.15,1138400,14969960.0,1.0,14.75,12.07
2024-03-08,000004.SZ,13.02,13.15,12.76,12.89,1140600,14702334.0,1.0,14.47,11.84
2024-03-11,000004.SZ,12.77,12.9,12.52,12.65,1142800,14456420.0,1.0,14.18,11.6
2024-03-12,000004.SZ,12.54,12.67,12.31,12.43,1145000,14232350.0,1.0,13.92,11.38
2024-03-13,000004.SZ,12.34,12.46,12.12,12.24,1147200,14041728.0,1.0,13.67,11.19
2024-03-14,000004.SZ,12.16,12.28,11.96,12.08,1149400,13884752.0,1.0,13.46,11.02
2024-03-15,000004.SZ,12.02,12.14,11.83,11.95,1151600,13761620.0,1.0,13.29,10.87
2024-03-18,000004.SZ,11.9,12.02,11.74,11.86,1153800,13684068.0,1.0,13.14,10.76
2024-03-19,000004.SZ,11.83,11.95,11.68,11.8,1156000,13640800.0,1.0,13.05,10.67
2024-03-20,000004.SZ,11.79,11.91,11.66,11.78,1158200,13643596.0,1.0,12.98,10.62
2024-03-21,000004.SZ,11.8,11.93,11.68,11.81,1160400,13704324.0,1.0,12.96,10.6
2024-03-22,000004.SZ,11.84,12.0,11.72,11.88,1162600,13811688.0,1.0,12.99,10.63
2024-03-25,000004.SZ,11.94,12.11,11.82,11.99,1164800,13965952.0,1.0,13.07,10.69
2024-03-26,000004.SZ,12.07,12.26,11.95,12.14,1167000,14167380.0,1.0,13.19,10.79
2024-03-27,000004.SZ,12.24,12.45,12.12,12.33,1169200,14416236.0,1.0,13.35,10.93
2024-03-28,000004.SZ,12.44,12.68,12.32,12.55,1171400,14701070.0,1.0,13.56,11.1
2024-03-29,000004.SZ,12.68,12.93,12.55,12.8,1173600,15022080.0,1.0,13.81,11.3
2024-04-01,000004.SZ,12.94,13.21,12.81,13.08,1175800,15379464.0,1.0,14.08,11.52
2024-04-02,000004.SZ,13.24,13.52,13.11,13.39,1178000,15773420.0,1.0,14.39,11.77
2024-04-03,000004.SZ,13.55,13.85,13.41,13.71,1180200,16180542.0,1.0,14.73,12.05
2024-04-04,000004.SZ,13.88,14.19,13.74,14.05,1182400,16612720.0,1.0,15.08,12.34
2024-04-05,000004.SZ,14.22,14.53,14.08,14.39,1184600,17046394.0,1.0,15.46,12.65
2024-04-08,000004.SZ,14.56,14.88,14.41,14.73,1186800,17481564.0,1.0,15.83,12.95
2024-04-09,000004.SZ,14.9,15.21,14.75,15.06,1189000,17906340.0,1.0,16.2,13.26
2024-04-10,000004.SZ,15.22,15.52,15.07,15.37,1191200,18308744.0,1.0,16.57,13.55
2024-04-11,000004.SZ,15.51,15.81,15.35,15.65,1193400,18676710.0,1.0,16.91,13.83
2024-04-12,000004.SZ,15.77,16.05,15.61,15.89,1195600,18998084.0,1.0,17.22,14.08
2024-04-15,000004.SZ,15.99,16.25,15.83,16.09,1197800,19272602.0,1.0,17.48,14.3
2024-04-16,000004.SZ,16.16,16.4,16.0,16.24,1200000,19488000.0,1.0,17.7,14.48
2024-04-17,000004.SZ,16.29,16.5,16.13,16.34,1202200,19643948.0,1.0,17.86,14.62
2024-04-18,000004.SZ,16.37,16.55,16.21,16.39,1204400,19740116.0,1.0,17.97,14.71
2024-04-19,000004.SZ,16.38,16.54,16.22,16.38,1206600,19764108.0,1.0,18.03,14.75
2024-04-22,000004.SZ,16.35,16.51,16.16,16.32,1208800,19727616.0,1.0,18.02,14.74
2024-04-23,000004.SZ,16.26,16.42,16.05,16.21,1211000,19630310.0,1.0,17.95,14.69
2024-04-24,000004.SZ,16.13,16.29,15.9,16.06,1213200,19483992.0,1.0,17.83,14.59
2024-04-25,000004.SZ,15.96,16.12,15.71,15.87,1215400,19288398.0,1.0,17.67,14.45
2024-04-26,000004.SZ,15.76,15.92,15.49,15.65,1217600,19055440.0,1.0,17.46,14.28
2024-04-29,000004.SZ,15.53,15.69,15.26,15.41,1219800,18797118.0,1.0,17.22,14.08
2024-04-30,000004.SZ,14.64,14.79,13.73,13.87,1222000,16949140.0,1.0,16.95,13.87
2024-05-01,000004.SZ,13.75,13.89,13.49,13.63,1224200,16685846.0,1.0,15.26,12.48
2024-05-02,000004.SZ,13.51,13.65,13.26,13.39,1226400,16421496.0,1.0,14.99,12.27
2024-05-03,000004.SZ,13.28,13.41,13.03,13.16,1228600,16168376.0,1.0,14.73,12.05
2024-05-06,000004.SZ,13.06,13.19,12.82,12.95,1230800,15938860.0,1.0,14.48,11.84
2024-05-07,000004.SZ,12.86,12.99,12.63,12.76,1233000,15733080.0,1.0,14.24,11.66
2024-05-08,000004.SZ,12.68,12.81,12.46,12.59,1235200,15551168.0,1.0,14.04,11.48
2024-05-09,000004.SZ,12.52,12.65,12.33,12.45,1237400,15405630.0,1.0,13.85,11.33
2024-05-10,000004.SZ,12.4,12.52,12.22,12.34,1239600,15296664.0,1.0,13.7,11.2
2024-05-13,000004.SZ,12.3,12.42,12.14,12.26,1241800,15224468.0,1.0,13.57,11.11
2024-05-14,000004.SZ,12.24,12.36,12.09,12.21,1244000,15189240.0,1.0,13.49,11.03
2024-05-15,000004.SZ,12.2,12.32,12.07,12.19,1246200,15191178.0,1.0,13.43,10.99
2024-05-16,000004.SZ,12.2,12.33,12.08,12.21,1248400,15242964.0,1.0,13.41,10.97
2024-05-17,000004.SZ,12.24,12.38,12.12,12.26,1250600,15332356.0,1.0,13.43,10.99
2024-05-20,000004.SZ,12.3,12.45,12.18,12.33,1252800,15447024.0,1.0,13.49,11.03
2024-05-21,000004.SZ,12.38,12.55,12.26,12.43,1255000,15599650.0,1.0,13.56,11.1
2024-05-22,000004.SZ,12.49,12.68,12.37,12.55,1257200,15777860.0,1.0,13.67,11.19
2024-05-23,000004.SZ,12.62,12.82,12.49,12.69,1259400,15981786.0,1.0,13.81,11.3
2024-05-24,000004.SZ,12.76,12.97,12.63,12.84,1261600,16198944.0,1.0,13.96,11.42
2024-05-27,000004.SZ,12.92,13.13,12.79,13.0,1263800,16429400.0,1.0,14.12,11.56
2024-05-28,000004.SZ,13.08,13.29,12.95,13.16,1266000,16660560.0,1.0,14.3,11.7
2024-05-29,000004.SZ,13.24,13.45,13.11,13.32,1268200,16892424.0,1.0,14.48,11.84
2024-05-30,000004.SZ,13.4,13.6,13.27,13.47,1270400,17112288.0,1.0,14.65,11.99
2024-05-31,000004.SZ,13.54,13.75,13.4,13.61,1272600,17320086.0,1.0,14.82,12.12
2024-06-03,000004.SZ,13.67,13.87,13.53,13.73,1274800,17503004.0,1.0,14.97,12.25
2024-06-04,000004.SZ,13.78,13.96,13.64,13.82,1277000,17648140.0,1.0,15.1,12.36
2024-06-05,000004.SZ,13.85,14.02,13.71,13.88,1279200,17755296.0,1.0,15.2,12.44
2024-06-06,000004.SZ,13.9,14.05,13.76,13.91,1281400,17824274.0,1.0,15.27,12.49
2024-06-07,000004.SZ,13.9,14.04,13.76,13.9,1283600,17842040.0,1.0,15.3,12.52
2024-06-10,000004.SZ,13.88,14.02,13.72,13.86,1285800,17821188.0,1.0,15.29,12.51
2024-06-11,000004.SZ,13.82,13.96,13.64,13.78,1288000,17748640.0,1.0,15.25,12.47
2024-06-12,000004.SZ,13.72,13.86,13.53,13.67,1290200,17637034.0,1.0,15.16,12.4
2024-06-13,000004.SZ,13.6,13.74,13.39,13.53,1292400,17486172.0,1.0,15.04,12.3
2024-06-14,000004.SZ,13.44,13.57,13.23,13.36,1294600,17295856.0,1.0,14.88,12.18
2024-06-17,000004.SZ,13.26,13.39,13.04,13.17,1296800,17078856.0,1.0,14.7,12.02
2024-01-02,000005.SZ,14.75,14.9,14.55,14.7,1080000,15876000.0,1.0,16.28,13.32
2024-01-03,000005.SZ,14.74,14.89,14.52,14.67,1082200,15875874.0,1.0,16.28,13.32
2024-01-04,000005.SZ,14.73,14.88,14.5,14.65,1084400,15886460.0,1.0,16.28,13.32
2024-01-05,000005.SZ,14.72,14.87,14.49,14.64,1086600,15907824.0,1.0,16.28,13.32
2024-01-08,000005.SZ,14.72,14.87,14.48,14.63,1088800,15929144.0,1.0,16.28,13.32
2024-01-09,000005.SZ,14.72,14.87,14.48,14.63,1091000,15961330.0,1.0,16.28,13.32
2024-01-10,000005.SZ,14.72,14.87,14.48,14.63,1093200,15993516.0,1.0,16.28,13.32
2024-01-11,000005.SZ,14.72,14.87,14.49,14.64,1095400,16036656.0,1.0,16.28,13.32
2024-01-12,000005.SZ,14.73,14.88,14.51,14.66,1097600,16090816.0,1.0,16.28,13.32
2024-01-15,000005.SZ,14.74,14.89,14.53,14.68,1099800,16145064.0,1.0,16.28,13.32
2024-01-16,000005.SZ,14.76,14.91,14.56,14.71,1102000,16210420.0,1.0,16.28,13.32
2024-01-17,000005.SZ,14.77,14.92,14.59,14.74,1104200,16275908.0,1.0,16.28,13.32
2024-01-18,000005.SZ,14.79,14.94,14.63,14.78,1106400,16352592.0,1.0,16.28,13.32
2024-01-19,000005.SZ,14.8,14.96,14.65,14.81,1108600,16418366.0,1.0,16.28,13.32
2024-01-22,000005.SZ,14.82,15.0,14.67,14.85,1110800,16495380.0,1.0,16.28,13.32
2024-01-23,000005.SZ,14.84,15.04,14.69,14.89,1113000,16572570.0,1.0,16.28,13.32
2024-01-24,000005.SZ,14.86,15.07,14.71,14.92,1115200,16638784.0,1.0,16.28,13.32
2024-01-25,000005.SZ,14.88,15.1,14.73,14.95,1117400,16705130.0,1.0,16.28,13.32
2024-01-26,000005.SZ,14.89,15.13,14.74,14.98,1119600,16771608.0,1.0,16.28,13.32
2024-01-29,000005.SZ,14.9,15.15,14.75,15.0,1121800,16827000.0,1.0,16.28,13.32
2024-01-30,000005.SZ,14.91,15.17,14.76,15.02,1124000,16882480.0,1.0,16.28,13.32
2024-01-31,000005.SZ,14.92,15.18,14.77,15.03,1126200,16926786.0,1.0,16.28,13.32
2024-02-01,000005.SZ,14.92,15.19,14.77,15.04,1128400,16971136.0,1.0,16.28,13.32
2024-02-02,000005.SZ,14.92,15.18,14.77,15.03,1130600,16992918.0,1.0,16.28,13.32
2024-02-05,000005.SZ,14.91,15.17,14.76,15.02,1132800,17014656.0,1.0,16.28,13.32
2024-02-06,000005.SZ,14.9,15.16,14.75,15.01,1135000,17036350.0,1.0,16.28,13.32
2024-02-07,000005.SZ,14.89,15.13,14.74,14.98,1137200,17035256.0,1.0,16.28,13.32
2024-02-08,000005.SZ,14.88,15.1,14.73,14.95,1139400,17034030.0,1.0,16.28,13.32
2024-02-09,000005.SZ,14.86,15.07,14.71,14.92,1141600,17032672.0,1.0,16.28,13.32
2024-02-12,000005.SZ,14.84,15.03,14.69,14.88,1143800,17019744.0,1.0,16.28,13.32
2024-02-13,000005.SZ,14.9,15.07,14.75,14.92,1146000,17098320.0,1.0,16.37,13.39
2024-02-14,000005.SZ,14.92,15.07,14.76,14.91,1148200,17119662.0,1.0,16.41,13.43
2024-02-15,000005.SZ,14.88,15.03,14.71,14.86,1150400,17094944.0,1.0,16.4,13.42
2024-02-16,000005.SZ,14.81,14.96,14.61,14.76,1152600,17012376.0,1.0,16.35,13.37
2024-02-19,000005.SZ,14.69,14.84,14.47,14.62,1154800,16883176.0,1.0,16.24,13.28
2024-02-20,000005.SZ,14.53,14.68,14.3,14.44,1157000,16707080.0,1.0,16.08,13.16
2024-02-21,000005.SZ,14.33,14.47,14.08,14.22,1159200,16483824.0,1.0,15.88,13.0
2024-02-22,000005.SZ,14.1,14.24,13.83,13.97,1161400,16224758.0,1.0,15.64,12.8
2024-02-23,000005.SZ,13.84,13.98,13.56,13.7,1163600,15941320.0,1.0,15.37,12.57
2024-02-26,000005.SZ,13.56,13.7,13.29,13.42,1165800,15645036.0,1.0,15.07,12.33
2024-02-27,000005.SZ,13.28,13.41,13.0,13.13,1168000,15335840.0,1.0,14.76,12.08
2024-02-28,000005.SZ,12.98,13.11,12.71,12.84,1170200,15025368.0,1.0,14.44,11.82
2024-02-29,000005.SZ,12.7,12.83,12.43,12.56,1172400,14725344.0,1.0,14.12,11.56
2024-03-01,000005.SZ,12.42,12.54,12.17,12.29,1174600,14435834.0,1.0,13.82,11.3
2024-03-04,000005.SZ,12.16,12.28,11.92,12.04,1176800,14168672.0,1.0,13.52,11.06
2024-03-05,000005.SZ,11.93,12.05,11.7,11.82,1179000,13935780.0,1.0,13.24,10.84
2024-03-06,000005.SZ,11.73,11.85,11.51,11.63,1181200,13737356.0,1.0,13.0,10.64
2024-03-07,000005.SZ,11.55,11.67,11.36,11.47,1183400,13573598.0,1.0,12.79,10.47
2024-03-08,000005.SZ,11.4,11.51,11.23,11.34,1185600,13444704.0,1.0,12.62,10.32
2024-03-11,000005.SZ,11.3,11.41,11.14,11.25,1187800,13362750.0,1.0,12.47,10.21
2024-03-12,000005.SZ,11.22,11.33,11.09,11.2,1190000,13328000.0,1.0,12.38,10.12
2024-03-13,000005.SZ,11.2,11.31,11.08,11.19,1192200,13340718.0,1.0,12.32,10.08
2024-03-14,000005.SZ,11.2,11.33,11.09,11.22,1194400,13401168.0,1.0,12.31,10.07
2024-03-15,000005.SZ,11.26,11.4,11.15,11.29,1196600,13509614.0,1.0,12.34,10.1
2024-03-18,000005.SZ,11.34,11.51,11.23,11.4,1198800,13666320.0,1.0,12.42,10.16
2024-03-19,000005.SZ,11.47,11.66,11.36,11.54,1201000,13859540.0,1.0,12.54,10.26
2024-03-20,000005.SZ,11.63,11.84,11.51,11.72,1203200,14101504.0,1.0,12.69,10.39
